,0
2998,11
2999,11
3000,9
3001,18
3002,18
3003,11
3004,18
3005,9
3006,18
3007,11
3008,18
3009,11
3010,18
3011,9
3012,18
3013,9
3014,9
3015,18
3016,18
3017,18
3018,9
3019,18
3020,9
3021,18
3022,18
3023,9
3024,11
3025,9
3026,18
3027,18
3028,11
3029,18
3030,18
3031,18
3032,9
3033,18
3034,18
3035,18
3036,18
3037,18
3038,18
3039,18
3040,18
3041,9
3042,9
3043,11
3044,18
3045,18
3046,18
3047,18
3048,18
3049,11
3050,9
3051,18
3052,18
3053,11
3054,18
3055,11
3056,18
3057,9
3058,18
3059,18
3060,18
3061,18
3062,9
3063,11
3064,9
3065,18
3066,18
3067,11
3068,18
3069,18
3070,18
3071,9
3072,18
3073,18
3074,18
3075,9
3076,9
3077,18
3078,18
3079,11
3080,11
3081,18
3082,11
3083,18
3084,9
3085,11
3086,11
3087,9
3088,18
3089,18
3090,18
3091,18
3092,9
3093,18
3094,9
3095,18
3096,18
3097,18
3098,18
3099,18
3100,11
3101,9
3102,11
3103,18
3104,18
3105,11
3106,11
3107,18
3108,9
3109,18
3110,9
3111,18
3112,18
3113,18
3114,11
3115,18
3116,18
3117,9
3118,18
3119,18
3120,9
3121,18
3122,11
3123,11
3124,18
3125,9
3126,18
3127,18
3128,18
3129,18
3130,18
3131,9
3132,11
3133,9
3134,9
3135,18
3136,18
3137,18
3138,9
3139,18
3140,9
3141,18
3142,9
3143,18
3144,18
3145,18
3146,18
3147,18
3148,11
3149,18
3150,9
3151,9
3152,9
3153,18
3154,9
3155,9
3156,18
3157,18
3158,18
3159,9
3160,18
3161,9
3162,18
3163,18
3164,18
3165,9
3166,9
3167,9
3168,11
3169,11
3170,11
3171,9
3172,18
3173,18
3174,18
3175,9
3176,18
3177,18
3178,11
3179,9
3180,18
3181,11
3182,9
3183,11
3184,18
3185,11
3186,18
3187,18
3188,18
3189,18
3190,9
3191,18
3192,18
3193,9
3194,11
3195,18
3196,18
3197,18
3198,18
3199,11
3200,18
3201,18
3202,9
3203,9
3204,9
3205,18
3206,9
3207,9
3208,11
3209,18
3210,9
3211,9
3212,5
3213,18
3214,9
3215,18
3216,9
3217,9
3218,18
3219,18
3220,9
3221,18
3222,9
3223,9
3224,9
3225,18
3226,18
3227,18
3228,11
3229,11
3230,18
3231,18
3232,18
3233,9
3234,11
3235,18
3236,9
3237,11
3238,11
3239,18
3240,9
3241,18
3242,9
3243,11
3244,18
3245,9
3246,18
3247,18
3248,9
3249,18
3250,18
3251,9
3252,18
3253,18
3254,9
3255,18
3256,18
3257,18
3258,18
3259,11
3260,9
3261,11
3262,9
3263,18
3264,18
3265,18
3266,18
3267,11
3268,18
3269,9
3270,18
3271,11
3272,9
3273,18
3274,11
3275,18
3276,18
3277,18
3278,18
3279,18
3280,18
3281,9
3282,18
3283,18
3284,11
3285,18
3286,18
3287,18
3288,9
3289,11
3290,9
3291,18
3292,11
3293,18
3294,15
3295,18
3296,11
3297,18
3298,18
3299,18
3300,9
3301,18
3302,9
3303,18
3304,18
3305,9
3306,18
3307,18
3308,11
3309,18
3310,18
3311,18
3312,11
3313,9
3314,18
3315,18
3316,18
3317,11
3318,18
3319,18
3320,18
3321,18
3322,18
3323,11
3324,18
3325,18
3326,18
3327,9
3328,18
3329,18
3330,18
3331,11
3332,11
3333,18
3334,18
3335,18
3336,11
3337,11
3338,18
3339,9
3340,11
3341,18
3342,9
3343,18
3344,11
3345,18
3346,18
3347,9
3348,18
3349,18
3350,9
3351,18
3352,18
3353,18
3354,11
3355,11
3356,18
3357,11
3358,18
3359,9
3360,18
3361,9
3362,18
3363,18
3364,18
3365,9
3366,18
3367,18
3368,11
3369,9
3370,18
3371,18
3372,11
3373,18
3374,11
3375,9
3376,11
3377,18
3378,18
3379,9
3380,18
3381,18
3382,18
3383,18
3384,9
3385,11
3386,18
3387,18
3388,11
3389,11
3390,18
3391,18
3392,11
3393,11
3394,18
3395,18
3396,11
3397,11
3398,18
3399,17
3400,18
3401,18
3402,18
3403,18
3404,11
3405,11
3406,9
3407,11
3408,11
3409,18
3410,18
3411,18
3412,18
3413,11
3414,9
3415,11
3416,18
3417,18
3418,18
3419,18
3420,18
3421,18
3422,18
3423,18
3424,18
3425,18
3426,9
3427,18
3428,18
3429,9
3430,18
3431,18
3432,18
3433,11
3434,17
3435,18
3436,18
3437,11
3438,18
3439,18
3440,9
3441,18
3442,18
3443,11
3444,18
3445,18
3446,9
3447,9
3448,18
3449,18
3450,18
3451,11
3452,18
3453,18
3454,11
3455,18
3456,18
3457,18
3458,9
3459,9
3460,18
3461,18
3462,9
3463,9
3464,18
3465,18
3466,18
3467,18
3468,11
3469,18
3470,18
3471,18
3472,9
3473,18
3474,18
3475,11
3476,11
3477,9
3478,9
3479,18
3480,18
3481,9
3482,18
3483,11
3484,18
3485,18
3486,11
3487,9
3488,18
3489,9
3490,18
3491,18
3492,11
3493,11
3494,18
3495,11
3496,11
3497,18
3498,18
3499,9
3500,18
3501,18
3502,11
3503,11
3504,18
3505,11
3506,9
3507,18
3508,9
3509,18
3510,11
3511,11
3512,18
3513,18
3514,18
3515,11
3516,18
3517,18
3518,18
3519,18
3520,11
3521,18
3522,18
3523,18
3524,11
3525,18
3526,18
3527,9
3528,11
3529,18
3530,11
3531,18
3532,18
3533,9
3534,9
3535,9
3536,18
3537,18
3538,18
3539,9
3540,9
3541,9
3542,9
3543,18
3544,18
3545,18
3546,9
3547,11
3548,11
3549,9
3550,9
3551,18
3552,18
3553,18
3554,18
3555,11
3556,9
3557,11
3558,18
3559,18
3560,11
3561,11
3562,18
3563,18
3564,18
3565,9
3566,9
3567,18
3568,18
3569,18
3570,18
3571,18
3572,9
3573,18
3574,18
3575,11
3576,5
3577,11
3578,11
3579,18
3580,18
3581,18
3582,9
3583,18
3584,18
3585,18
3586,11
3587,18
3588,11
3589,11
3590,5
3591,18
3592,18
3593,9
3594,18
3595,18
3596,18
3597,11
3598,11
3599,9
3600,18
3601,11
3602,18
3603,18
3604,18
3605,18
3606,9
3607,9
3608,11
3609,18
3610,18
3611,18
3612,18
3613,18
3614,9
3615,18
3616,9
3617,11
3618,9
3619,9
3620,11
3621,11
3622,18
3623,18
3624,11
3625,18
3626,18
3627,11
3628,18
3629,11
3630,18
3631,11
3632,9
3633,9
3634,9
3635,9
3636,9
3637,9
3638,18
3639,9
3640,9
3641,18
3642,18
3643,18
3644,18
3645,18
3646,17
3647,11
3648,11
3649,18
3650,11
3651,18
3652,9
3653,18
3654,9
3655,18
3656,18
3657,18
3658,11
3659,18
3660,9
3661,18
3662,11
3663,9
3664,18
3665,11
3666,9
3667,11
3668,9
3669,11
3670,18
3671,9
3672,11
3673,11
3674,18
3675,18
3676,18
3677,11
3678,11
3679,11
3680,11
3681,18
3682,11
3683,18
3684,18
3685,18
3686,18
3687,18
3688,11
3689,18
3690,18
3691,11
3692,18
3693,18
3694,18
3695,9
3696,18
3697,18
3698,18
3699,9
3700,18
3701,18
3702,9
3703,11
3704,11
3705,18
3706,9
3707,9
3708,18
3709,9
3710,18
3711,18
3712,18
3713,18
3714,9
3715,18
3716,11
3717,9
3718,18
3719,18
3720,11
3721,18
3722,18
3723,9
3724,11
3725,18
3726,11
3727,9
3728,18
3729,18
3730,11
3731,9
3732,9
3733,18
3734,18
3735,18
3736,18
3737,18
3738,5
3739,18
3740,9
3741,11
3742,9
3743,9
3744,18
3745,18
3746,18
3747,18
3748,11
3749,11
3750,18
3751,9
3752,11
3753,18
3754,9
3755,18
3756,9
3757,18
3758,9
3759,18
3760,9
3761,18
3762,18
3763,18
3764,18
3765,11
3766,18
3767,9
3768,9
3769,11
3770,18
3771,9
3772,9
3773,11
3774,11
3775,18
3776,18
3777,11
3778,18
3779,18
3780,18
3781,17
3782,9
3783,11
3784,18
3785,18
3786,11
3787,18
3788,11
3789,9
3790,18
3791,18
3792,9
3793,18
3794,9
3795,18
3796,18
3797,9
3798,11
3799,18
3800,18
3801,9
3802,18
3803,9
3804,18
3805,18
3806,18
3807,11
3808,18
3809,9
3810,9
3811,9
3812,9
3813,18
3814,18
3815,11
3816,18
3817,18
3818,18
3819,11
3820,18
3821,9
3822,18
3823,18
3824,9
3825,11
3826,18
3827,18
3828,9
3829,18
3830,18
3831,9
3832,11
3833,18
3834,9
3835,9
3836,9
3837,18
3838,18
3839,11
3840,9
3841,18
3842,18
3843,11
3844,11
3845,11
3846,18
3847,18
3848,18
3849,18
3850,18
3851,18
3852,11
3853,18
3854,11
3855,18
3856,18
3857,11
3858,9
3859,11
3860,18
3861,9
3862,11
3863,18
3864,11
3865,11
3866,18
3867,18
3868,18
3869,9
3870,18
3871,11
3872,18
3873,11
3874,18
3875,11
3876,18
3877,18
3878,18
3879,18
3880,11
3881,9
3882,11
3883,11
3884,18
3885,18
3886,15
3887,18
3888,18
3889,18
3890,18
3891,18
3892,18
3893,18
3894,18
3895,18
3896,18
3897,9
3898,18
3899,18
3900,18
3901,18
3902,9
3903,18
3904,11
3905,18
3906,11
3907,18
3908,18
3909,18
3910,18
3911,18
3912,18
3913,9
3914,9
3915,9
3916,18
3917,18
3918,18
3919,9
3920,18
3921,9
3922,18
3923,9
3924,18
3925,11
3926,11
3927,18
3928,11
3929,11
3930,9
3931,18
3932,18
3933,18
3934,18
3935,18
3936,18
3937,11
3938,18
3939,9
3940,18
3941,18
3942,18
3943,11
3944,18
3945,18
3946,18
3947,18
3948,9
3949,9
3950,11
3951,18
3952,18
3953,18
3954,18
3955,11
3956,18
3957,11
3958,9
3959,11
3960,18
3961,11
3962,18
3963,18
3964,11
3965,9
3966,9
3967,18
3968,18
3969,18
3970,18
3971,9
3972,18
3973,11
3974,9
3975,11
3976,11
3977,11
3978,18
3979,18
3980,9
3981,18
3982,11
3983,9
3984,9
3985,11
3986,11
3987,18
3988,11
3989,11
3990,9
3991,18
3992,18
3993,11
3994,18
3995,18
3996,18
3997,18
3998,18
3999,18
4000,11
4001,18
4002,18
4003,18
4004,18
4005,18
4006,18
4007,11
4008,18
4009,15
4010,18
4011,9
4012,9
4013,18
4014,11
4015,18
4016,18
4017,18
4018,18
4019,18
4020,18
4021,9
4022,18
4023,11
4024,9
4025,9
4026,18
4027,18
4028,18
4029,18
4030,11
4031,18
4032,18
4033,9
4034,11
4035,18
4036,18
4037,18
4038,18
4039,18
4040,18
4041,18
4042,9
4043,18
4044,18
4045,11
4046,11
4047,18
4048,18
4049,18
4050,9
4051,18
4052,11
4053,11
4054,11
4055,18
4056,18
4057,18
4058,11
4059,11
4060,11
4061,18
4062,18
4063,18
4064,11
4065,18
4066,11
4067,11
4068,9
4069,18
4070,11
4071,18
4072,18
4073,18
4074,11
4075,18
4076,11
4077,18
4078,18
4079,11
4080,9
4081,18
4082,9
4083,9
4084,18
4085,18
4086,9
4087,18
4088,9
4089,18
4090,18
4091,11
4092,18
4093,18
4094,9
4095,11
4096,18
4097,18
4098,9
4099,11
4100,18
4101,18
4102,18
4103,18
4104,18
4105,18
4106,18
4107,9
4108,18
4109,17
4110,18
4111,18
4112,11
4113,18
4114,11
4115,18
4116,11
4117,18
4118,18
4119,11
4120,18
4121,11
4122,18
4123,18
4124,11
4125,18
4126,9
4127,18
4128,11
4129,11
4130,18
4131,18
4132,18
4133,9
4134,18
4135,18
4136,18
4137,9
4138,9
4139,18
4140,18
4141,9
4142,18
4143,18
4144,11
4145,11
4146,9
4147,18
4148,9
4149,9
4150,18
4151,9
4152,18
4153,18
4154,18
4155,18
4156,18
4157,9
4158,18
4159,11
4160,18
4161,18
4162,18
4163,18
4164,11
4165,18
4166,11
4167,9
4168,18
4169,9
4170,11
4171,18
4172,9
4173,11
4174,18
4175,11
4176,18
4177,18
4178,18
4179,11
4180,18
4181,9
4182,11
4183,18
4184,18
4185,9
4186,18
4187,9
4188,18
4189,11
4190,9
4191,9
4192,9
4193,9
4194,9
4195,11
4196,18
4197,18
4198,18
4199,18
4200,18
4201,9
4202,11
4203,18
4204,18
4205,11
4206,18
4207,18
4208,18
4209,11
4210,11
4211,9
4212,9
4213,18
4214,9
4215,18
4216,9
4217,11
4218,18
4219,18
4220,18
4221,9
4222,9
4223,18
4224,18
4225,18
4226,11
4227,18
4228,18
4229,18
4230,9
4231,18
4232,18
4233,9
4234,11
4235,18
4236,18
4237,11
4238,11
4239,18
4240,9
4241,11
4242,18
4243,11
4244,18
4245,11
4246,11
4247,18
4248,18
4249,18
4250,18
4251,18
4252,18
4253,18
4254,11
4255,18
4256,9
4257,18
4258,9
4259,18
4260,11
4261,18
4262,11
4263,18
4264,11
4265,18
4266,9
4267,11
4268,9
4269,11
4270,11
4271,9
4272,11
4273,9
4274,18
4275,18
4276,11
4277,18
4278,18
4279,18
4280,18
4281,18
4282,18
4283,9
4284,18
4285,9
4286,18
4287,18
4288,11
4289,11
4290,9
4291,18
4292,9
4293,11
4294,11
4295,9
4296,18
4297,9
4298,18
4299,9
4300,11
4301,18
4302,11
4303,18
4304,18
4305,9
4306,18
4307,18
4308,18
4309,18
4310,18
4311,11
4312,9
4313,11
4314,18
4315,18
4316,9
4317,18
4318,18
4319,18
4320,11
4321,9
4322,11
4323,18
4324,18
4325,9
4326,18
4327,18
4328,18
4329,9
4330,9
4331,9
4332,18
4333,18
4334,18
4335,18
4336,18
4337,9
4338,18
4339,9
4340,18
4341,9
4342,18
4343,11
4344,18
4345,18
4346,11
4347,9
4348,9
4349,18
4350,18
4351,18
4352,18
4353,9
4354,11
4355,9
4356,18
4357,18
4358,18
4359,18
4360,11
4361,18
4362,11
4363,18
4364,9
4365,9
4366,18
4367,9
4368,18
4369,18
4370,9
4371,9
4372,18
4373,9
4374,18
4375,11
4376,18
4377,11
4378,11
4379,11
4380,18
4381,18
4382,18
4383,18
4384,9
4385,11
4386,9
4387,9
4388,18
4389,18
4390,18
4391,18
4392,18
4393,18
4394,18
4395,18
4396,18
4397,11
4398,18
4399,18
4400,9
4401,18
4402,18
4403,9
4404,18
4405,11
4406,18
4407,9
4408,18
4409,11
4410,18
4411,18
4412,11
4413,11
4414,18
4415,9
4416,18
4417,18
4418,18
4419,11
4420,18
4421,9
4422,18
4423,18
4424,9
4425,11
4426,9
4427,9
4428,9
4429,9
4430,9
4431,11
4432,11
4433,18
4434,18
4435,9
4436,9
4437,15
4438,11
4439,18
4440,18
4441,18
4442,18
4443,9
4444,11
4445,18
4446,11
4447,18
4448,18
4449,11
4450,18
4451,18
4452,18
4453,18
4454,18
4455,9
4456,18
4457,18
4458,11
4459,9
4460,9
4461,18
4462,18
4463,18
4464,18
4465,18
4466,18
4467,9
4468,18
4469,18
4470,18
4471,18
4472,9
4473,18
4474,11
4475,9
4476,18
4477,11
4478,18
4479,15
4480,18
4481,9
4482,18
4483,18
4484,9
4485,18
4486,18
4487,18
4488,9
4489,18
4490,18
4491,11
4492,11
4493,11
4494,17
4495,9
4496,18
4497,18
4498,18
4499,9
4500,18
4501,18
4502,11
4503,18
4504,18
4505,11
4506,11
4507,18
4508,18
4509,18
4510,9
4511,11
4512,18
4513,11
4514,11
4515,18
4516,18
4517,11
4518,9
4519,11
4520,9
4521,11
4522,18
4523,18
4524,18
4525,18
4526,18
4527,11
4528,18
4529,18
4530,11
4531,18
4532,9
4533,18
4534,11
4535,18
4536,9
4537,11
4538,17
4539,11
4540,18
4541,18
4542,9
4543,11
4544,11
4545,11
4546,9
4547,18
4548,18
4549,9
4550,18
4551,9
4552,18
4553,11
4554,11
4555,18
4556,11
4557,11
4558,18
4559,9
4560,18
4561,18
4562,9
4563,18
4564,18
4565,18
4566,18
4567,18
4568,18
4569,11
4570,18
4571,18
4572,11
4573,18
4574,18
4575,9
4576,18
4577,18
4578,18
4579,11
4580,18
4581,9
4582,11
4583,9
4584,11
4585,9
4586,18
4587,11
4588,9
4589,9
4590,18
4591,18
4592,18
4593,11
4594,11
4595,11
4596,18
4597,18
4598,18
4599,9
4600,18
4601,9
4602,18
4603,18
4604,18
4605,18
4606,11
4607,9
4608,9
4609,11
4610,18
4611,18
4612,18
4613,11
4614,9
4615,9
4616,11
4617,18
4618,9
4619,18
4620,18
4621,18
4622,9
4623,18
4624,18
4625,5
4626,11
4627,18
4628,18
4629,18
4630,11
4631,9
4632,18
4633,11
4634,9
4635,18
4636,11
4637,9
4638,11
4639,11
4640,18
4641,18
4642,18
4643,18
4644,9
4645,11
4646,18
4647,18
4648,9
4649,18
4650,18
4651,11
4652,18
4653,18
4654,11
4655,10
4656,9
4657,11
4658,18
4659,9
4660,9
4661,18
4662,18
4663,18
4664,9
4665,18
4666,18
4667,9
4668,11
4669,11
4670,11
4671,11
4672,9
4673,18
4674,18
4675,11
4676,18
4677,18
4678,18
4679,11
4680,18
4681,11
4682,18
4683,9
4684,18
4685,9
4686,18
4687,18
4688,18
4689,9
4690,11
4691,18
4692,18
4693,18
4694,9
4695,11
4696,18
4697,18
4698,9
4699,18
4700,18
4701,18
4702,11
4703,18
4704,18
4705,18
4706,18
4707,9
4708,18
4709,18
4710,11
4711,9
4712,9
4713,9
4714,11
4715,9
4716,9
4717,9
4718,9
4719,11
4720,11
4721,11
4722,18
4723,9
4724,18
4725,9
4726,11
4727,18
4728,9
4729,18
4730,18
4731,18
4732,18
4733,11
4734,9
4735,11
4736,9
4737,9
4738,18
4739,9
4740,18
4741,18
4742,18
4743,18
4744,11
4745,18
4746,9
4747,18
4748,18
4749,18
4750,18
4751,9
4752,21
4753,18
4754,18
4755,18
4756,18
4757,11
4758,9
4759,18
4760,11
4761,9
4762,18
4763,9
4764,18
4765,18
4766,9
4767,9
4768,9
4769,9
4770,18
4771,11
4772,18
4773,18
4774,18
4775,18
4776,18
4777,18
4778,11
4779,11
4780,18
4781,18
4782,18
4783,9
4784,18
4785,18
4786,11
4787,9
4788,18
4789,18
4790,11
4791,18
4792,18
4793,18
4794,9
4795,18
4796,18
4797,18
4798,18
4799,18
4800,9
4801,18
4802,18
4803,18
4804,9
4805,18
4806,9
4807,18
4808,18
4809,18
4810,18
4811,18
4812,18
4813,9
4814,18
4815,18
4816,18
4817,11
4818,9
4819,9
4820,9
4821,18
4822,18
4823,18
4824,18
4825,18
4826,18
4827,11
4828,18
4829,18
4830,18
4831,18
4832,11
4833,9
4834,18
4835,18
4836,18
4837,18
4838,18
4839,18
4840,18
4841,11
4842,9
4843,18
4844,18
4845,9
4846,9
4847,9
4848,11
4849,18
4850,9
4851,9
4852,18
4853,11
4854,18
4855,9
4856,18
4857,9
4858,18
4859,11
4860,18
4861,9
4862,9
4863,18
4864,11
4865,18
4866,9
4867,18
4868,9
4869,9
4870,18
4871,9
4872,18
4873,18
4874,18
4875,18
4876,18
4877,11
4878,9
4879,18
4880,9
4881,9
4882,18
4883,18
4884,18
4885,18
4886,18
4887,18
4888,11
4889,18
4890,18
4891,18
4892,18
4893,9
4894,18
4895,11
4896,11
4897,18
4898,9
4899,9
4900,18
4901,18
4902,18
4903,9
4904,11
4905,9
4906,9
4907,18
4908,18
4909,18
4910,18
4911,9
4912,9
4913,18
4914,11
4915,18
4916,18
4917,11
4918,18
4919,18
4920,18
4921,18
4922,18
4923,18
4924,11
4925,18
4926,18
4927,18
4928,18
4929,11
4930,18
4931,18
4932,18
4933,9
4934,11
4935,18
4936,18
4937,18
4938,18
4939,9
4940,18
4941,11
4942,18
4943,18
4944,11
4945,9
4946,9
4947,18
4948,9
4949,18
4950,18
4951,9
4952,9
4953,9
4954,18
4955,11
4956,9
4957,18
4958,18
4959,9
4960,18
4961,18
4962,18
4963,18
4964,18
4965,18
4966,18
4967,18
4968,18
4969,18
4970,18
4971,18
4972,9
4973,9
4974,18
4975,18
4976,9
4977,18
4978,9
4979,11
4980,18
4981,11
4982,18
4983,11
4984,11
4985,11
4986,9
4987,18
4988,11
4989,11
4990,9
4991,18
4992,9
4993,9
4994,11
4995,18
4996,18
4997,18
4998,18
4999,11
5000,18
5001,11
5002,11
5003,18
5004,18
5005,9
5006,11
5007,18
5008,11
5009,11
5010,18
5011,9
5012,18
5013,18
5014,18
5015,11
5016,11
5017,9
5018,18
5019,9
5020,18
5021,18
5022,11
5023,11
5024,9
5025,9
5026,18
5027,18
5028,9
5029,11
5030,18
5031,9
5032,11
5033,18
5034,11
5035,18
5036,9
5037,11
5038,11
5039,18
5040,18
5041,18
5042,9
5043,18
5044,18
5045,9
5046,18
5047,11
5048,18
5049,11
5050,18
5051,9
5052,18
5053,18
5054,11
5055,18
5056,18
5057,18
5058,18
5059,18
5060,18
5061,18
5062,18
5063,18
5064,18
5065,9
5066,11
5067,18
5068,9
5069,18
5070,18
5071,18
5072,9
5073,18
5074,18
5075,18
5076,11
5077,9
5078,18
5079,9
5080,9
5081,18
5082,11
5083,18
5084,18
5085,9
5086,18
5087,18
5088,18
5089,18
5090,18
5091,18
5092,11
5093,18
5094,18
5095,18
5096,18
5097,18
5098,18
5099,11
5100,18
5101,18
5102,9
5103,11
5104,11
5105,11
5106,18
5107,18
5108,18
5109,18
5110,9
5111,18
5112,18
5113,18
5114,18
5115,18
5116,18
5117,18
5118,18
5119,9
5120,17
5121,18
5122,9
5123,18
5124,18
5125,18
5126,18
5127,5
5128,11
5129,11
5130,18
5131,18
5132,18
5133,11
5134,9
5135,9
5136,18
5137,18
5138,18
5139,18
5140,11
5141,18
5142,18
5143,18
5144,18
5145,9
5146,18
5147,18
5148,9
5149,11
5150,18
5151,18
5152,11
5153,18
5154,18
5155,18
5156,9
5157,18
5158,18
5159,18
5160,18
5161,9
5162,9
5163,9
5164,9
5165,11
5166,18
5167,18
5168,18
5169,18
5170,11
5171,18
5172,11
5173,18
5174,9
5175,18
5176,18
5177,18
5178,18
5179,18
5180,11
5181,9
5182,9
5183,11
5184,18
5185,18
5186,18
5187,9
5188,18
5189,18
5190,11
5191,18
5192,18
5193,18
5194,18
5195,18
5196,18
5197,18
5198,18
5199,18
5200,9
5201,18
5202,18
5203,18
5204,18
5205,18
5206,18
5207,9
5208,18
5209,18
5210,11
5211,9
5212,11
5213,18
5214,18
5215,11
5216,18
5217,11
5218,11
5219,9
5220,11
5221,11
5222,9
5223,18
5224,11
5225,18
5226,9
5227,18
5228,18
5229,18
5230,18
5231,11
5232,18
5233,11
5234,9
5235,11
5236,18
5237,11
5238,18
5239,18
5240,9
5241,9
5242,9
5243,11
5244,9
5245,18
5246,9
5247,9
5248,18
5249,9
5250,18
5251,18
5252,9
5253,18
5254,18
5255,18
5256,18
5257,9
5258,18
5259,18
5260,18
5261,18
5262,11
5263,18
5264,18
5265,18
5266,18
5267,18
5268,11
5269,18
5270,11
5271,9
5272,18
5273,18
5274,11
5275,9
5276,9
5277,18
5278,18
5279,9
5280,9
5281,18
5282,18
5283,9
5284,18
5285,9
5286,18
5287,11
5288,11
5289,18
5290,18
5291,18
5292,18
5293,18
5294,18
5295,18
5296,18
5297,9
5298,18
5299,11
5300,18
5301,9
5302,11
5303,9
5304,9
5305,18
5306,9
5307,9
5308,9
5309,18
5310,11
5311,9
5312,18
5313,15
5314,18
5315,18
5316,11
5317,9
5318,18
5319,18
5320,18
5321,18
5322,9
5323,18
5324,18
5325,18
5326,18
5327,11
5328,18
5329,18
5330,9
5331,11
5332,18
5333,9
5334,18
5335,18
5336,11
5337,18
5338,9
5339,18
5340,18
5341,18
5342,18
5343,11
5344,9
5345,11
5346,9
5347,9
5348,18
5349,18
5350,18
5351,18
5352,11
5353,18
5354,18
5355,9
5356,18
5357,18
5358,9
5359,11
5360,9
5361,18
5362,9
5363,18
5364,18
5365,18
5366,11
5367,18
5368,9
5369,18
5370,18
5371,18
5372,11
5373,11
5374,18
5375,18
5376,18
5377,9
5378,9
5379,11
5380,11
5381,18
5382,18
5383,11
5384,9
5385,18
5386,18
5387,9
5388,5
5389,18
5390,9
5391,18
5392,11
5393,18
5394,18
5395,9
5396,9
5397,18
5398,18
5399,11
5400,18
5401,9
5402,9
5403,18
5404,18
5405,18
5406,18
5407,11
5408,11
5409,18
5410,18
5411,18
5412,18
5413,11
5414,11
5415,9
5416,11
5417,18
5418,18
5419,18
5420,18
5421,18
5422,18
5423,18
5424,18
5425,18
5426,18
5427,18
5428,11
5429,11
5430,15
5431,18
5432,11
5433,18
5434,9
5435,11
5436,18
5437,9
5438,11
5439,11
5440,18
5441,18
5442,11
5443,9
5444,9
5445,9
5446,9
5447,11
5448,9
5449,18
5450,18
5451,11
5452,18
5453,11
5454,18
5455,5
5456,11
5457,18
5458,18
5459,18
5460,18
5461,11
5462,9
5463,18
5464,11
5465,18
5466,18
5467,18
5468,18
5469,11
5470,11
5471,18
5472,9
5473,9
5474,18
5475,11
5476,18
5477,18
5478,18
5479,18
5480,9
5481,15
5482,9
5483,9
5484,18
5485,18
5486,18
5487,18
5488,18
5489,18
5490,18
5491,18
5492,18
5493,18
5494,11
5495,18
5496,18
5497,9
5498,18
5499,11
5500,18
5501,9
5502,18
5503,18
5504,18
5505,11
5506,9
5507,9
5508,18
5509,18
5510,11
5511,18
5512,18
5513,18
5514,18
5515,9
5516,18
5517,11
5518,18
5519,18
5520,18
5521,9
5522,18
5523,9
5524,18
5525,18
5526,9
5527,18
5528,18
5529,18
5530,11
5531,9
5532,18
5533,18
5534,18
5535,18
5536,11
5537,9
5538,11
5539,18
5540,18
5541,18
5542,18
5543,9
5544,18
5545,9
5546,11
5547,18
5548,11
5549,18
5550,11
5551,18
5552,11
5553,18
5554,9
5555,9
5556,15
5557,18
5558,18
5559,18
5560,18
5561,18
5562,18
5563,18
5564,18
5565,9
5566,11
5567,11
5568,18
5569,11
5570,9
5571,18
5572,18
5573,9
5574,9
5575,18
5576,9
5577,18
5578,9
5579,9
5580,18
5581,9
5582,18
5583,18
5584,11
5585,11
5586,18
5587,18
5588,9
5589,18
5590,11
5591,9
5592,18
5593,11
5594,9
5595,9
5596,18
5597,18
5598,18
5599,9
5600,11
5601,18
5602,18
5603,18
5604,18
5605,11
5606,18
5607,18
5608,18
5609,18
5610,18
5611,18
5612,11
5613,9
5614,18
5615,9
5616,9
5617,18
5618,18
5619,18
5620,18
5621,11
5622,18
5623,11
5624,18
5625,18
5626,18
5627,11
5628,18
5629,9
5630,9
5631,18
5632,18
5633,18
5634,9
5635,18
5636,18
5637,18
5638,18
5639,18
5640,11
5641,9
5642,18
5643,18
5644,18
5645,18
5646,18
5647,18
5648,11
5649,18
5650,18
5651,11
5652,18
5653,18
5654,18
5655,18
5656,18
5657,18
5658,18
5659,18
5660,11
5661,11
5662,18
5663,11
5664,18
5665,9
5666,18
5667,9
5668,18
5669,9
5670,18
5671,18
5672,18
5673,18
5674,18
5675,18
5676,18
5677,18
5678,11
5679,18
5680,11
5681,18
5682,18
5683,18
5684,9
5685,18
5686,11
5687,18
5688,18
5689,11
5690,9
5691,18
5692,11
5693,9
5694,11
5695,9
5696,18
5697,11
5698,18
5699,18
5700,18
5701,18
5702,18
5703,18
5704,9
5705,9
5706,18
5707,21
5708,18
5709,18
5710,18
5711,18
5712,18
5713,18
5714,18
5715,11
5716,9
5717,18
5718,18
5719,18
5720,18
5721,18
5722,18
5723,11
5724,11
5725,18
5726,18
5727,9
5728,18
5729,18
5730,18
5731,11
5732,18
5733,18
5734,11
5735,11
5736,18
5737,18
5738,18
5739,18
5740,11
5741,18
5742,18
5743,11
5744,18
5745,9
5746,15
5747,18
5748,18
5749,9
5750,11
5751,18
5752,18
5753,18
5754,11
5755,9
5756,18
5757,18
5758,18
5759,18
5760,18
5761,18
5762,18
5763,18
5764,9
5765,11
5766,11
5767,18
5768,18
5769,18
5770,9
5771,18
5772,18
5773,9
5774,18
5775,9
5776,18
5777,11
5778,18
5779,9
5780,11
5781,18
5782,18
5783,18
5784,18
5785,18
5786,18
5787,18
5788,11
5789,18
5790,11
5791,9
5792,11
5793,18
5794,18
5795,18
5796,18
